Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39441","Comparative Literature (COMPLIT)"," 122","005","Writing World Lits","REC","P  W","M","","W","","F","","","12-1PM","2018 TISCH","Winston",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41821","Comparative Literature (COMPLIT)"," 140","001","1st Yr Literary Sem","SEM","PIRW","M","","W","","","","","1-230PM","2018 TISCH","Konuk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45707","Comparative Literature (COMPLIT)"," 140","002","1st Yr Literary Sem","SEM","PIRW","","T","","TH","","","","1130-1PM","2018 TISCH","Colas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13073","Comparative Literature (COMPLIT)"," 240","001","Intro Compar Lit","LEC","A   ","M","","","","","","","10-11AM","110 DENN","Brown",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13075","Comparative Literature (COMPLIT)"," 240","002","Intro Compar Lit","DIS","P RW","","","W","","F","","","10-11AM","2018 TISCH","Brown",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13077","Comparative Literature (COMPLIT)"," 240","003","Intro Compar Lit","DIS","P  W","","T","","TH","","","","1-2PM","2024 TISCH","Greco, Brown",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13079","Comparative Literature (COMPLIT)"," 240","004","Intro Compar Lit","DIS","P  W","","T","","TH","","","","3-4PM","2024 TISCH","Greco, Brown",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","42675","Comparative Literature (COMPLIT)"," 322","001","Translate World Lit","SEM","P  W","","T","","TH","","","","1-230PM","2018 TISCH","Clej",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33331","Comparative Literature (COMPLIT)"," 340","001","Travels To Greece","LEC","P  W","M","","W","","","","","1-230PM","1436 MH","Leontis",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35475","Comparative Literature (COMPLIT)"," 382","001","Lit&Other Arts","LEC","P  W","","T","","TH","","","","230-4PM","296 DENN","Paloff",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38633","Comparative Literature (COMPLIT)"," 430","001","Studies in Fiction","SEM","P  W","M","","W","","","","","1130-1PM","1359 MH","Bardenstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41931","Comparative Literature (COMPLIT)"," 490","001","Cultural Studies","SEM","P  W","M","","W","","","","","10-1130AM","2002 MLB","Konuk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13081","Comparative Literature (COMPLIT)"," 495","001","Senior Seminar","SEM","P  W","","T","","TH","","","","4-530PM","2407 MH","Clej",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13083","Comparative Literature (COMPLIT)"," 496","001","Honors Thesis","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30133","Comparative Literature (COMPLIT)"," 498","001","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13085","Comparative Literature (COMPLIT)"," 600","001","Topics in Theory","SEM","P  W","","","","TH","","","","3-6PM","ARR","Tang",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13087","Comparative Literature (COMPLIT)"," 698","001","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47463","Comparative Literature (COMPLIT)"," 698","013","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","Brown",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41893","Comparative Literature (COMPLIT)"," 750","001","Topics in Comp Lit","SEM","P   ","M","","","","","","","6-9PM","2018 TISCH","Ekotto",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45800","Comparative Literature (COMPLIT)"," 750","003","Topics in Comp Lit","SEM","PD  ","","T","","TH","","","","1-230PM","3347 MH","Halperin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45827","Comparative Literature (COMPLIT)"," 780","001","Sem Form & Genre","SEM","PD W","","","","TH","","","","6-9PM","2018 TISCH","Prins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46049","Comparative Literature (COMPLIT)"," 790","001","Sem Literary Theory","SEM","P   ","","T","","","","","","3-6PM","2018 TISCH","Lambropoulos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27621","Comparative Literature (COMPLIT)"," 990","001","Diss-Precand","IND"," D  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47739","Comparative Literature (COMPLIT)"," 990","010","Diss-Precand","IND"," D  ","","","","","","","","ARR","ARR","Weineck",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47738","Comparative Literature (COMPLIT)"," 990","068","Diss-Precand","IND"," D  ","","","","","","","","ARR","ARR","McCracken",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48914","Comparative Literature (COMPLIT)"," 990","126","Diss-Precand","IND","    ","","","","","","","","ARR","ARR","Bardakjian",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48913","Comparative Literature (COMPLIT)"," 990","128","Diss-Precand","IND","    ","","","","","","","","ARR","ARR","Halperin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13089","Comparative Literature (COMPLIT)"," 995","001","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47718","Comparative Literature (COMPLIT)"," 995","007","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Colas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47727","Comparative Literature (COMPLIT)"," 995","010","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Weineck",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47724","Comparative Literature (COMPLIT)"," 995","019","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Norich",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48912","Comparative Literature (COMPLIT)"," 995","025","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Hell",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47723","Comparative Literature (COMPLIT)"," 995","028","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Lambropoulos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47726","Comparative Literature (COMPLIT)"," 995","040","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Rabkin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47731","Comparative Literature (COMPLIT)"," 995","049","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Prins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47725","Comparative Literature (COMPLIT)"," 995","057","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Shammas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47722","Comparative Literature (COMPLIT)"," 995","062","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Ekotto",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47721","Comparative Literature (COMPLIT)"," 995","068","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","McCracken",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47737","Comparative Literature (COMPLIT)"," 995","070","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Bardenstein",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47733","Comparative Literature (COMPLIT)"," 995","079","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Porter",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47732","Comparative Literature (COMPLIT)"," 995","085","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Williams",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47735","Comparative Literature (COMPLIT)"," 995","095","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Merrill",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47728","Comparative Literature (COMPLIT)"," 995","107","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Moreiras-Menor",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47734","Comparative Literature (COMPLIT)"," 995","115","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Tsoffar",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47719","Comparative Literature (COMPLIT)"," 995","117","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Herwitz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50448","Comparative Literature (COMPLIT)"," 995","121","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Deloria",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47729","Comparative Literature (COMPLIT)"," 995","122","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Jenckes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47720","Comparative Literature (COMPLIT)"," 995","123","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Konuk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47730","Comparative Literature (COMPLIT)"," 995","124","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Tang",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47736","Comparative Literature (COMPLIT)"," 995","125","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Whittier-Ferguson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51394","Comparative Literature (COMPLIT)"," 995","126","Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Bardakjian",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51393","Comparative Literature (COMPLIT)"," 995","128","Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Halperin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49002","Comparative Literature (COMPLIT)"," 995","129","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Leontis",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49916","Comparative Literature (COMPLIT)"," 995","130","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","Saxonhouse",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51033","Comparative Literature (COMPLIT)"," 995","131","Diss-Cand","IND"," DR ","","","","","","","","ARR","ARR","La Fountain-Stokes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39573","Complex Systems (CMPLXSYS)"," 250","001","SocialSystems&Energy","LEC","P  W","","T","","TH","","","","4-530PM","120 DENN","Salmeen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46744","Complex Systems (CMPLXSYS)"," 250","002","SocialSystems&Energy","DIS","S  W","","","W","","","","","4-5PM","455 DENN","Salmeen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43307","Complex Systems (CMPLXSYS)"," 470","001","Nonlinear Dynamics","LEC","P RW","M","","","","","","","230-630PM","268 DENN","Deegan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43343","Complex Systems (CMPLXSYS)"," 470","002","Nonlinear Dynamics","LAB","S R ","M","","","","","","","230-630PM","ARR","Deegan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","12941","Complex Systems (CMPLXSYS)"," 501","001","Intro Complex Syst","LEC","P  W","M","","W","","","","","4-530PM","317A WH","Riolo",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","42501","Complex Systems (CMPLXSYS)"," 510","001","Int Adpt Sys","LEC","P  W","M","","W","","","","","230-4PM","1507 CCL","Simon",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","23059","Complex Systems (CMPLXSYS)"," 531","001","Prg Agt-Based Models","LEC","P  W","","T","","","","","","330-5PM","120 WH","Riolo",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","42969","Complex Systems (CMPLXSYS)"," 535","001","Network Theory","LEC","P  W","","T","","TH","","","","10-1130AM","455 DENN","Newman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30079","Complex Systems (CMPLXSYS)"," 541","001","Int Nonlin","LEC","P RW","","T","","TH","","","","1-230PM","335 WH","Doering",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50156","Complex Systems (CMPLXSYS)"," 599","001","Ind Study Cmplx Sys","IND","    ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50157","Complex Systems (CMPLXSYS)"," 599","002","Ind Study Cmplx Sys","IND","    ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49288","Complex Systems (CMPLXSYS)"," 608","001","Netwrk Thry Cmplxsys","LEC","P  W","M","","W","","","","","4-530PM","ARR","Mei",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46508","Comprehensive Studies Program (CSP)"," 100","002","CSP Reading Sem","SEM","P R ","","T","","TH","","","","10-11AM","3356 MH","McLaughlin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35823","Chinese Studies (CCS)"," 501","001","China Social Science","SEM","PD  ","","","","TH","","","","1-4PM","7603 HH","Gallagher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","32503","Chinese Studies (CCS)"," 650","001","Ind St Chinese St","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30541","Chinese Studies (CCS)"," 700","001","China MA Thesis","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51440","Chinese Studies (CCS)"," 700","006","China MA Thesis","IND","    ","","","","","","","","ARR","ARR","Gallagher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46510","Japanese Studies (CJS)"," 450","001","Minicourse Japan","LEC","P  W","","","W","","","","","3-5PM","3265 USB","Kage",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40307","Japanese Studies (CJS)"," 591","001","Japan Indep Study","IND"," D  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40305","Japanese Studies (CJS)"," 799","001","MA Essay Japan Std","IND"," D  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13735","English Language Institute (ELI)"," 120","001","UG Acad Writing","LEC","PI W","","T","","TH","","","","10-1130AM","3353 MH","Dyer",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31139","English Language Institute (ELI)"," 120","002","UG Acad Writing","LEC","PI W","M","","W","","","","","1-230PM","2202 MLB","Des Jardins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13737","English Language Institute (ELI)"," 120","003","UG Acad Writing","LEC","PI W","","T","","TH","","","","1-230PM","2202 MLB","Matice",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39727","English Language Institute (ELI)"," 120","004","UG Acad Writing","LEC","PI W","","T","","TH","","","","4-530PM","2002 MLB","Lewis",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39729","English Language Institute (ELI)"," 120","005","UG Acad Writing","LEC","PI W","","T","","TH","","","","230-4PM","2212 MLB","Bogart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13739","English Language Institute (ELI)"," 300","001","Writ&Grmr Acad Cont","LEC","PI W","M","","W","","","","","230-4PM","2004 MLB","Feak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31141","English Language Institute (ELI)"," 300","002","Writ&Grmr Acad Cont","LEC","PI W","","T","","TH","","","","230-4PM","2004 MLB","Altman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13741","English Language Institute (ELI)"," 320","001","Acad Writing I","LEC","PI W","","","W","","","","","1130-1PM","2008 MLB","Reinhart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27833","English Language Institute (ELI)"," 320","002","Acad Writing I","LEC","PI W","","","","TH","","","","4-530PM","1012 EECS","Madden",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13743","English Language Institute (ELI)"," 320","003","Acad Writing I","LEC","PI W","M","","","","","","","4-530PM","1012 EECS","Salehzadeh",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13745","English Language Institute (ELI)"," 320","005","Acad Writing I","LEC","PI W","","","W","","","","","4-530PM","2008 MLB","Reinhart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22429","English Language Institute (ELI)"," 321","001","Acad Writg II","LEC","PI W","","","W","","","","","4-530PM","2104 MLB","Axelson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13747","English Language Institute (ELI)"," 321","002","Acad Writg II","LEC","PI W","","","W","","","","","230-4PM","2106 MLB","Altman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13749","English Language Institute (ELI)"," 330","001","Language&Commun I","LEC","PI W","M","","W","","","","","10-11AM","2104 MLB","Feak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13751","English Language Institute (ELI)"," 330","002","Language&Commun I","LEC","PI W","M","","W","","","","","9-10AM","2010 MLB","Des Jardins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22463","English Language Institute (ELI)"," 330","004","Language&Commun I","LEC","PI W","","T","","TH","","","","12-1PM","2008 MLB","Reinhart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26627","English Language Institute (ELI)"," 330","005","Language&Commun I","LEC","PI W","","T","","TH","","","","11-12PM","2008 MLB","Reinhart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13755","English Language Institute (ELI)"," 332","001","Lec Comprehension","LEC","PI W","M","","W","","","","","11-12PM","2112 MLB","Salehzadeh",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26551","English Language Institute (ELI)"," 332","002","Lec Comprehension","LEC","PI W","","T","","TH","","","","1-2PM","237 DENN","Salehzadeh",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13757","English Language Institute (ELI)"," 334","001","Academic Speaking","LEC","PI W","","T","","TH","","","","3-5PM","2353 MH","Dyer",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13759","English Language Institute (ELI)"," 336","001","Pronunciation I","LEC","PI W","M","","W","","","","","3-4PM","2008 MLB","Brenner",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13761","English Language Institute (ELI)"," 336","002","Pronunciation I","LEC","PI W","","T","","TH","","","","1-2PM","2112 MLB","Altman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","34899","English Language Institute (ELI)"," 336","003","Pronunciation I","LEC","PI W","","T","","TH","","","","11-12PM","2104 MLB","Imber",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13763","English Language Institute (ELI)"," 338","001","Pron in Context","SEM","PI W","","T","","TH","","","","5-6PM","2112 MLB","Imber",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13765","English Language Institute (ELI)"," 338","002","Pron in Context","SEM","PI W","M","","W","","","","","10-11AM","2112 MLB","Bogart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13767","English Language Institute (ELI)"," 338","003","Pron in Context","SEM","PI W","M","","W","","","","","2-3PM","2008 MLB","Matice",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28043","English Language Institute (ELI)"," 338","004","Pron in Context","SEM","PI W","","T","","TH","","","","12-1PM","2010 MLB","Brenner",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13769","English Language Institute (ELI)"," 380","001","Intro to GSI Work","LEC","P  W","","T","","TH","","","","3-5PM","3319 MLB","Axelson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28707","English Language Institute (ELI)"," 381","001","GSI Commun Skills","LEC","PI W","M","","W","","","","","5-6PM","2402 MLB","Bogart",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","34181","English Language Institute (ELI)"," 399","001","Indiv Res Study","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49623","English Language Institute (ELI)"," 450","001","Persptve 2nd Lang","LEC","P   ","","T","","TH","","","","10-1130AM","173 LORCH","Larsen-Freeman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30997","English Language Institute (ELI)"," 530","001","Acad Spkg Wrtg Arch","LEC","P  W","M","","W","","","","","11-1230PM","2222 A&AB","Rohlck",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13771","English Language Institute (ELI)"," 584","001","GSI Sem&Pract","SEM","PI W","","T","","","","","","6-730PM","2437 MH","Imber",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","36147","English Language Institute (ELI)"," 584","002","GSI Sem&Pract","SEM","PI W","","T","","","","","","6-730PM","3347 MH","Lewis",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27671","English Language Institute (ELI)"," 593","001","Educational Ling","LEC","P R ","","T","","","","","","1-4PM","2225 SEB","Larsen-Freeman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","34175","English Language Institute (ELI)"," 593","002","Educational Ling","LEC","P R ","","T","","","","","","12-3PM","2340 SEB","Graves",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35093","English Language Institute (ELI)"," 599","001","Indiv Research","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50928","English Language Institute (ELI)"," 599","002","Indiv Research","IND","    ","","","","","","","","ARR","ARR","Feak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22893","English Language Institute (ELI)"," 620","001","Dis Writ&Wrt Publ I","LEC","PI W","","T","","","","","","2-4PM","2010 MLB","Feak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13335","English Language And Literature (ENGLISH)"," 124","001","Writing&Literature","REC","PI W","M","","W","","F","","","8-9AM","2475 MH","Karczynski",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13337","English Language And Literature (ENGLISH)"," 124","002","Writing&Literature","REC","PI W","M","","W","","F","","","11-12PM","2454 MH","McFarlane-Harris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26875","English Language And Literature (ENGLISH)"," 124","003","Writing&Literature","REC","PI W","M","","W","","","","","230-4PM","2468 MH","Mokkil-Maruthur",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13343","English Language And Literature (ENGLISH)"," 124","004","Writing&Literature","REC","PI W","","T","","TH","","","","830-10AM","2475 MH","Heetderks",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13347","English Language And Literature (ENGLISH)"," 124","005","Writing&Literature","REC","PI W","","T","","TH","","","","230-4PM","G232 AH","Lucas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13351","English Language And Literature (ENGLISH)"," 124","006","Writing&Literature","REC","PI W","","T","","TH","","","","530-7PM","2454 MH","Gorwitz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13353","English Language And Literature (ENGLISH)"," 124","007","Writing&Literature","REC","PI W","","T","","TH","","","","1-230PM","2462 MH","Bruner Olson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13355","English Language And Literature (ENGLISH)"," 124","008","Writing&Literature","REC","PI W","M","","W","","F","","","9-10AM","4199 AH","Laskowski",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13357","English Language And Literature (ENGLISH)"," 124","009","Writing&Literature","REC","PI W","M","","W","","F","","","1-2PM","2462 MH","McFarlane-Harris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13359","English Language And Literature (ENGLISH)"," 124","010","Writing&Literature","REC","PI W","M","","W","","F","","","10-11AM","2475 MH","Laskowski",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13361","English Language And Literature (ENGLISH)"," 124","011","Writing&Literature","REC","PI W","M","","W","","","","","1130-1PM","3230 USB","Mangrum",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13363","English Language And Literature (ENGLISH)"," 124","012","Writing&Literature","REC","PI W","","T","","TH","","","","230-4PM","2462 MH","McAdams",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13367","English Language And Literature (ENGLISH)"," 124","013","Writing&Literature","REC","PI W","M","","W","","","","","4-530PM","2454 MH","Oches",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13371","English Language And Literature (ENGLISH)"," 124","014","Writing&Literature","REC","PI W","M","","W","","","","","10-1130AM","2468 MH","Watkins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13373","English Language And Literature (ENGLISH)"," 124","015","Writing&Literature","REC","PI W","","T","","TH","","","","4-530PM","2462 MH","Cassel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13381","English Language And Literature (ENGLISH)"," 124","016","Writing&Literature","REC","PI W","","T","","TH","","","","10-1130AM","2454 MH","Karageorgos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13383","English Language And Literature (ENGLISH)"," 124","017","Writing&Literature","REC","PI W","","T","","TH","","","","1-230PM","2475 MH","Linwick",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13385","English Language And Literature (ENGLISH)"," 124","018","Writing&Literature","REC","PI W","M","","W","","","","","1-230PM","G232 AH","Chetwynd",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13387","English Language And Literature (ENGLISH)"," 124","019","Writing&Literature","REC","PI W","M","","W","","","","","230-4PM","1436 MH","Fisher",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13391","English Language And Literature (ENGLISH)"," 124","020","Writing&Literature","REC","PI W","M","","W","","","","","830-10AM","2462 MH","Fasteland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13395","English Language And Literature (ENGLISH)"," 124","021","Writing&Literature","REC","PI W","M","","W","","","","","10-1130AM","2469 MH","Jeyathurai",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13399","English Language And Literature (ENGLISH)"," 124","022","Writing&Literature","REC","PI W","M","","W","","F","","","11-12PM","2462 MH","Thomas",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13403","English Language And Literature (ENGLISH)"," 124","023","Writing&Literature","REC","PI W","","T","","TH","","","","1130-1PM","2462 MH","Green",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28783","English Language And Literature (ENGLISH)"," 124","024","Writing&Literature","REC","PI W","M","","W","","","","","4-530PM","2469 MH","Fagan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49069","English Language And Literature (ENGLISH)"," 124","025","Writing&Literature","REC","PI W","M","","W","","F","","","9-10AM","4175 AH","Simpson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49070","English Language And Literature (ENGLISH)"," 124","026","Writing&Literature","REC","PI W","M","","W","","","","","230-4PM","4175 AH","Emery-Peck",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13405","English Language And Literature (ENGLISH)"," 125","001","College Writing","REC","PI W","","T","","TH","","","","830-10AM","4211 AH","Homan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13407","English Language And Literature (ENGLISH)"," 125","002","College Writing","REC","PI W","M","","W","","F","","","8-9AM","4207 AH","Slattery-Quintanilla",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13409","English Language And Literature (ENGLISH)"," 125","003","College Writing","REC","PI W","M","","W","","F","","","8-9AM","4175 AH","Stubbs",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13411","English Language And Literature (ENGLISH)"," 125","004","College Writing","REC","PI W","M","","W","","F","","","9-10AM","2475 MH","Bakopoulos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26879","English Language And Literature (ENGLISH)"," 125","005","College Writing","REC","PI W","M","","W","","F","","","1-2PM","2454 MH","Gramm",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13413","English Language And Literature (ENGLISH)"," 125","006","College Writing","REC","PI W","M","","W","","F","","","9-10AM","4207 AH","Slattery-Quintanilla",
